review_id,user_uid,nickname,goods_cd,order_ref,rating,title,content,review_date,verified_purchase,photo_count,video_yn,helpful_count,report_count,reviewer_skin_type,reviewer_age_group,sentiment_score,admin_reply,is_best,review_nlp_01,review_nlp_02,review_nlp_03,review_nlp_04,review_nlp_05,review_nlp_06,review_nlp_07,review_nlp_08,review_nlp_09,review_nlp_10,review_nlp_11,review_nlp_12,review_nlp_13,review_nlp_14,review_nlp_15,review_flag_01,review_flag_02,review_flag_03,review_flag_04,review_flag_05,review_flag_06,review_flag_07,review_flag_08,review_flag_09,review_flag_10
RV-0000011,uid_1fc977d89231,뷰티가다2,PRD-00173,ORD00009998,5,대박,리뷰내용_t33jymex_가성비좋아요,2025.08.02,N,1,N,1,0,트러블성,40대,61.1,답변_7le7z6k6,N,67.95,28.23,23.7,10.57,30.44,7.48,24.0,26.52,74.58,18.77,25.85,15.18,51.68000000000001,5.17,54.84,True,False,X,1,False,yes,yes,Y,1,1
RV-0000012,uid_fed0358e6a93,뷰티사아862,PRD-00383,ORD00009779,5,너무좋아요,리뷰내용_rdm3kkl0_피부가좋아졌어요,03/11/2023,True,0,N,3,1,,,96.6,,N,34.74,17.849999999999998,44.48,39.629999999999995,23.26,24.95,19.05,38.190000000000005,16.96,32.09,24.740000000000002,33.51,24.04,45.7,27.91,False,True,X,1,False,yes,no,Y,0,1
RV-0000013,uid_9b09cda97ff9,뷰티나다179,PRD-01335,ORD00011623,3,대박,리뷰내용_rsehglp1_발림성이좋아요,04/07/2023,False,0,N,2,0,복합성,20대,67.6,답변_ainpum6i,N,18.01,38.99,16.91,10.67,48.85,43.35,12.93,3.37,2.58,16.189999999999998,17.810000000000002,22.12,20.080000000000002,22.53,19.6,False,True,O,0,True,no,yes,N,0,1
RV-0000014,uid_fd8e8590d792,뷰티아다505,PRD-00488,,5,그냥그래요,리뷰내용_mfoejsor_발림성이좋아요,20250803,Y,0,N,6,0,지성,50대이상,24.7,,N,36.120000000000005,12.280000000000001,22.03,51.1,14.360000000000001,24.349999999999998,21.64,7.85,30.919999999999998,10.15,25.240000000000002,70.11,47.510000000000005,61.419999999999995,22.18,True,False,O,0,True,yes,no,Y,0,1
RV-0000015,uid_a12cc002c96d,뷰티다바759,PRD-00759,ORD00002743,5,실망,리뷰내용_rf862tra_향이좋아요,20251219,0,0,N,2,2,건성,30대,64.7,,N,21.88,13.34,42.699999999999996,16.17,2.6599999999999997,13.65,1.87,5.9799999999999995,13.089999999999998,14.649999999999999,44.11,28.689999999999998,53.33,51.93,32.7,False,False,O,1,True,no,no,N,1,1
RV-0000016,uid_25aca7416309,뷰티나자108,PRD-00153,ORD00006147,5,가성비,리뷰내용_i8h8ayly_향이좋아요,12-22-2024,N,1,N,5,0,중성,40대,81.3,,N,28.470000000000002,21.95,15.76,51.67,10.75,20.549999999999997,28.689999999999998,45.62,31.2,27.35,41.03,3.82,26.939999999999998,36.57,19.12,True,False,X,1,True,no,no,N,1,1
RV-0000017,uid_a1100865d62c,뷰티가라514,PRD-00451,ORD00004547,5,최고,리뷰내용_a0vyv0oz_가성비좋아요,2023-11-24,1,1,N,3,0,복합성,40대,78.7,,Y,25.990000000000002,7.8,10.040000000000001,51.33,12.520000000000001,7.6499999999999995,25.82,20.47,77.16,31.840000000000003,40.08,16.16,10.09,16.669999999999998,45.58,True,False,O,0,False,yes,yes,N,1,0
RV-0000018,uid_02458155ce29,뷰티다아497,PRD-01897,ORD00010551,5,가성비,리뷰내용_vmxd3pdw_재구매예정,20241017,1,0,N,3,0,,40대,59.3,,N,37.9,0.44999999999999996,23.77,64.08,14.430000000000001,4.08,40.760000000000005,3.55,17.330000000000002,33.71,37.86,11.940000000000001,39.72,29.45,13.44,False,True,X,1,False,no,no,Y,1,1
RV-0000019,uid_1815017f560d,뷰티라다866,PRD-00570,,5,최고,리뷰내용_kk068rm5_향이좋아요,2024.07.31,Y,1,N,3,2,건성,50대이상,43.2,,N,54.92,16.53,14.12,20.560000000000002,42.620000000000005,8.19,31.740000000000002,43.41,77.28,49.8,41.33,64.49000000000001,15.040000000000001,48.93,18.04,False,False,O,0,True,no,no,N,1,1
RV-0000020,uid_e4a963257f41,뷰티사바308,PRD-00267,ORD00000580,5,추천합니다,리뷰내용_iffl5njf_향이좋아요,04/03/2023,0,5,N,3,0,복합성,50대이상,66.0,,N,52.92,48.78,36.91,16.5,40.35,13.03,4.9,14.13,7.66,14.57,21.46,35.36,56.58,0.83,20.77,False,False,O,1,False,no,yes,N,1,0
RV-0000021,uid_06054e4b60f2,뷰티다자669,PRD-00048,ORD00009926,4,좋아요,리뷰내용_321ghtvk_자극없어요,03-12-2025,Y,0,N,4,0,민감성,10대,92.4,답변_q5x2lwjl,N,15.06,55.15,6.35,33.269999999999996,32.129999999999995,22.95,58.940000000000005,11.37,25.89,62.129999999999995,12.47,15.809999999999999,41.33,57.18,61.01,False,False,X,0,False,no,yes,Y,0,0
RV-0000022,uid_b8396aa7594e,뷰티차자810,PRD-01609,ORD00001690,3,최고,리뷰내용_xjs01oip_보습력최고,24/03/2025,0,3,N,3,1,트러블성,30대,72.7,,N,27.08,29.9,25.56,27.12,48.93,30.259999999999998,13.69,26.810000000000002,42.22,47.52,22.29,19.009999999999998,32.15,26.57,53.04,True,False,O,0,False,yes,no,N,1,1
RV-0000023,uid_b7077f22a0f4,뷰티차자864,PRD-01771,ORD00003998,5,재구매의사있음,리뷰내용_vynb1mdp_발림성이좋아요,2025-08-07,True,5,N,5,2,지성,10대,88.9,답변_ei0484ng,N,50.43,14.57,9.58,27.310000000000002,22.33,24.9,36.74,50.33,15.590000000000002,10.89,86.52,16.1,18.56,22.16,14.530000000000001,True,False,O,1,False,yes,no,N,1,0
RV-0000024,uid_8955e1fa653e,뷰티사나834,PRD-00863,ORD00013740,4,가성비,리뷰내용_9ivi4d9v_피부가좋아졌어요,01/10/2025,False,0,N,4,0,중성,30대,66.5,답변_24jp72bu,N,46.23,35.980000000000004,38.07,31.490000000000002,29.5,41.0,15.02,27.389999999999997,18.26,9.36,46.14,63.29,34.82,15.89,9.75,False,True,X,0,False,yes,no,Y,1,0
RV-0000025,uid_966be358a630,뷰티다다552,PRD-00089,ORD00009241,5,그냥그래요,리뷰내용_6n0hye4k_트러블났어요,20241025,True,1,N,1,0,민감성,20대,86.3,,N,19.439999999999998,28.13,4.77,46.2,56.769999999999996,15.09,43.86,3.08,38.56,34.72,38.550000000000004,25.96,26.369999999999997,63.190000000000005,43.3,False,True,X,0,True,yes,no,N,1,1
RV-0000026,uid_a5dd7bfab212,뷰티바차992,PRD-01642,ORD00014311,4,너무좋아요,리뷰내용_xi8mugnl_자극없어요,20240613,Y,2,N,4,2,민감성,30대,63.3,답변_y3ng726o,N,24.87,44.12,34.94,10.39,7.59,11.07,19.67,28.689999999999998,40.839999999999996,7.539999999999999,39.39,4.63,29.23,11.07,27.029999999999998,False,False,X,1,True,yes,no,N,0,0
RV-0000027,uid_98fe5d833198,뷰티아바393,PRD-01362,ORD00007390,4,가성비,리뷰내용_b3vghai0_트러블났어요,02-02-2025,0,0,N,2,0,중성,40대,92.0,답변_50jrs1ca,N,33.03,9.02,81.14,24.18,28.28,26.700000000000003,9.48,8.99,17.78,6.05,35.46,24.709999999999997,37.35,5.33,1.71,True,True,O,1,True,yes,yes,Y,0,1
RV-0000028,uid_8ec23a8732ac,뷰티가사570,PRD-00303,ORD00012214,4,가성비,리뷰내용_lfz3joga_재구매예정,07-14-2024,0,1,N,3,0,트러블성,50대이상,64.8,,N,49.830000000000005,24.279999999999998,23.74,35.589999999999996,23.97,23.35,18.68,10.14,10.09,32.519999999999996,20.119999999999997,44.06,21.8,26.35,30.7,False,True,O,0,False,yes,yes,Y,1,0
RV-0000029,uid_e0ac2cdd9f84,뷰티자아732,PRD-01664,ORD00012958,1,별로에요,리뷰내용_2wltmn3x_재구매예정,2025.10.23,1,0,N,4,0,건성,20대,77.3,답변_zto4t7si,N,5.11,29.709999999999997,12.02,41.78,12.91,19.31,4.63,5.26,19.46,28.749999999999996,17.77,47.81,40.910000000000004,7.33,28.63,False,True,O,1,False,no,yes,Y,1,1
RV-0000030,uid_ea61ca878767,뷰티아자205,PRD-01009,ORD00010633,4,재구매의사있음,리뷰내용_n3lprp6d_향이좋아요,2025.06.14,1,1,N,1,0,복합성,50대이상,86.8,,N,45.76,23.630000000000003,21.25,18.9,21.37,8.94,16.99,27.38,57.24,8.59,2.52,36.61,44.440000000000005,3.84,5.55,False,False,X,1,True,no,yes,Y,0,1
RV-0000031,uid_71481cb8003c,뷰티차가955,PRD-01476,ORD00006176,4,좋아요,리뷰내용_5fe14ybu_가성비좋아요,14/01/2024,True,1,Y,1,0,트러블성,,93.8,,N,5.18,20.560000000000002,18.2,34.74,46.650000000000006,41.099999999999994,52.059999999999995,11.74,32.85,14.14,19.96,11.26,18.240000000000002,56.279999999999994,6.950000000000001,False,True,X,0,False,no,no,N,0,0
RV-0000032,uid_ff2af16f0f2e,뷰티가가491,PRD-01753,ORD00000215,4,그냥그래요,리뷰내용_qzxth3rn_피부가좋아졌어요,07-03-2024,True,3,N,3,0,트러블성,,98.7,,N,14.24,39.79,53.63,58.440000000000005,52.22,21.29,2.1999999999999997,51.27,62.12,24.88,30.17,29.56,30.44,49.8,30.509999999999998,False,False,X,1,False,no,no,N,0,0
RV-0000033,uid_5c070f5e0276,뷰티마라571,PRD-00353,ORD00011532,4,별로에요,리뷰내용_xig0l33r_가성비좋아요,28/12/2024,False,3,N,4,0,복합성,,82.2,,N,26.619999999999997,21.55,21.18,35.089999999999996,24.529999999999998,47.08,45.32,61.53999999999999,20.71,37.97,34.699999999999996,27.29,12.19,9.180000000000001,23.79,True,True,X,1,False,yes,no,Y,1,0
RV-0000034,uid_b200a4613fff,뷰티사다247,PRD-00569,ORD00006426,5,가성비,리뷰내용_dbnre989_향이좋아요,23/06/2024,False,1,N,1,2,중성,30대,57.9,,N,59.41,6.69,29.060000000000002,39.23,13.87,7.85,39.36,38.85,13.969999999999999,24.0,16.59,11.020000000000001,41.71,4.95,62.19,True,True,O,1,False,no,yes,Y,0,0
RV-0000035,uid_7e0c4c69897c,뷰티바다786,PRD-00823,ORD00000953,5,추천합니다,리뷰내용_esnu2dpl_보습력최고,06-12-2025,N,0,N,8,1,복합성,40대,66.7,,N,7.12,7.07,44.379999999999995,32.34,65.57,14.52,38.81,19.759999999999998,26.44,25.3,63.42,50.92,32.47,23.990000000000002,29.45,True,False,X,0,True,no,yes,N,0,1
RV-0000036,uid_401e997cd787,뷰티자사31,PRD-01097,ORD00011344,3,너무좋아요,리뷰내용_1nvjaxh7_자극없어요,2023-08-31,N,5,N,5,1,,10대,65.9,,N,5.36,63.27,10.59,18.64,15.340000000000002,36.84,25.629999999999995,7.59,10.77,17.91,21.89,49.78,33.910000000000004,18.39,14.030000000000001,False,True,O,1,False,no,no,Y,1,0
RV-0000037,uid_0013950f2e78,뷰티자자570,PRD-01959,ORD00001380,2,너무좋아요,리뷰내용_lgoxs1ka_향이좋아요,2024-09-03,1,1,N,3,0,중성,20대,69.3,,N,45.14,34.02,49.15,39.519999999999996,22.900000000000002,13.03,33.42,13.55,32.87,2.87,13.26,31.77,32.029999999999994,53.349999999999994,30.97,True,True,X,0,True,no,yes,N,0,1
RV-0000038,uid_13d1c7037614,뷰티자아362,PRD-01098,ORD00011154,5,실망,리뷰내용_6rzw5yoc_피부가좋아졌어요,20240421,1,1,N,3,0,중성,,79.0,,N,3.7699999999999996,70.93,19.71,26.58,25.77,15.98,26.840000000000003,29.74,56.779999999999994,26.889999999999997,40.68,31.290000000000003,16.509999999999998,21.92,25.03,True,True,O,1,False,yes,yes,Y,0,1
RV-0000039,uid_ffd1bc81930c,뷰티가아62,PRD-00774,ORD00004047,5,가성비,리뷰내용_yxtb4hwg_자극없어요,11-26-2025,True,1,N,2,1,건성,,59.8,,N,28.51,23.27,20.64,8.61,25.94,12.280000000000001,48.25,20.06,43.68,29.21,21.15,25.040000000000003,27.96,4.3999999999999995,19.36,False,False,O,0,True,yes,no,Y,0,1
RV-0000040,uid_195312c4779c,뷰티라사628,PRD-00548,,4,최고,리뷰내용_xwdyaiss_향이좋아요,15/02/2024,0,3,N,1,0,,30대,64.8,,N,5.64,33.86,33.75,8.649999999999999,5.55,12.65,34.89,17.84,35.18,24.779999999999998,26.790000000000003,9.030000000000001,7.12,8.91,27.33,True,True,X,0,False,no,no,N,1,1
RV-0000041,uid_16969c18943d,뷰티바마175,PRD-01073,ORD00009294,5,그냥그래요,리뷰내용_8tlza7ra_발림성이좋아요,2024.12.25,1,1,N,3,0,민감성,40대,71.8,,N,42.07,59.330000000000005,13.18,16.29,6.47,34.28,36.18,26.21,8.959999999999999,21.44,12.389999999999999,22.8,28.18,39.269999999999996,37.69,False,False,O,1,True,no,yes,N,1,1
RV-0000042,uid_9f4317613ce8,뷰티가자755,PRD-00952,ORD00007512,3,재구매의사있음,리뷰내용_4hqtpj1f_보습력최고,2024.08.23,1,0,N,6,0,트러블성,,84.5,답변_y8qr2f2b,N,21.08,39.07,36.94,49.370000000000005,26.87,29.080000000000002,43.56,21.19,28.32,11.37,38.279999999999994,15.14,14.899999999999999,12.989999999999998,11.39,True,False,X,1,True,yes,yes,N,0,1
RV-0000043,uid_a048cc84c20a,뷰티라자74,PRD-00538,ORD00000223,4,대박,리뷰내용_9pwtelig_트러블났어요,20240907,N,1,N,1,1,트러블성,30대,71.8,,N,29.080000000000002,30.020000000000003,13.900000000000002,17.73,28.32,55.910000000000004,20.5,31.77,11.63,31.45,2.65,9.92,5.57,26.08,24.8,True,False,O,0,False,no,yes,N,0,1
RV-0000044,uid_8ce09d573e9f,뷰티바나6,PRD-01331,ORD00013447,5,최고,리뷰내용_lwpfohox_재구매예정,2025.05.31,1,1,N,1,0,민감성,40대,54.8,,N,4.44,22.59,26.419999999999998,64.25,21.75,42.809999999999995,13.700000000000001,23.64,43.28,71.93,21.98,13.88,56.330000000000005,61.650000000000006,34.03,True,True,O,1,False,yes,yes,Y,1,1
RV-0000045,uid_7a60419059b3,뷰티바바303,PRD-00843,ORD00001075,4,최고,,02-03-2023,False,1,N,1,0,중성,,43.6,,N,21.55,33.19,18.43,20.93,15.7,8.959999999999999,20.64,12.25,18.9,22.54,17.37,43.830000000000005,0.77,51.01,17.299999999999997,False,True,X,1,True,no,yes,Y,1,1
RV-0000046,uid_8138cbdc7df1,뷰티사차634,PRD-00583,ORD00014453,5,너무좋아요,리뷰내용_kijo52fk_트러블났어요,20230430,False,0,N,2,0,건성,,64.7,,N,11.27,54.06999999999999,10.99,25.979999999999997,27.47,29.349999999999998,54.97,32.73,37.53,7.32,9.33,20.61,26.26,48.1,17.18,True,False,O,1,False,no,no,N,0,1
RV-0000047,uid_9d145cd1bab9,뷰티나자836,PRD-00724,ORD00004409,4,너무좋아요,리뷰내용_8m3vf9y4_자극없어요,2024.09.05,0,2,N,3,0,복합성,10대,70.9,,N,21.740000000000002,19.45,43.0,28.349999999999998,48.13,35.08,9.16,10.059999999999999,37.62,40.92,24.03,22.62,14.940000000000001,22.21,29.2,True,True,O,0,True,no,no,Y,1,0
RV-0000048,uid_43d50db8969d,뷰티자가719,PRD-01315,ORD00014634,5,가성비,리뷰내용_raykmd52_향이좋아요,2024.01.19,N,0,N,1,0,건성,20대,90.6,,N,11.26,10.209999999999999,24.36,13.84,14.74,22.41,13.139999999999999,16.220000000000002,32.42,35.05,30.930000000000003,30.18,17.24,20.89,10.84,False,False,X,0,True,no,yes,N,0,0
RV-0000049,uid_0d9716b2f575,뷰티아마551,PRD-00186,ORD00003118,3,추천합니다,리뷰내용_5v070t18_가성비좋아요,2023-11-06,N,2,N,6,0,민감성,30대,54.3,,N,24.36,13.61,24.83,42.78,9.27,48.71,23.04,3.74,29.2,13.62,23.41,15.73,19.72,14.469999999999999,20.630000000000003,False,True,O,1,False,no,no,N,0,0
RV-0000050,uid_22835920955a,뷰티라자417,PRD-01336,,5,별로에요,리뷰내용_u6jkoios_가성비좋아요,20250226,N,1,N,3,1,건성,,43.6,답변_rtntbkq9,N,17.54,38.84,18.6,43.16,34.68,22.89,47.24,38.47,12.47,42.46,17.77,37.19,70.7,46.31,18.9,False,False,X,1,True,yes,yes,Y,0,1
RV-0000051,uid_31678525cd28,뷰티라차701,PRD-00989,ORD00012751,3,좋아요,리뷰내용_aplm4or2_향이좋아요,2024.03.06,True,2,N,4,0,지성,40대,81.0,,N,18.48,21.41,25.96,17.119999999999997,51.559999999999995,9.22,49.0,37.66,17.86,23.34,17.24,24.08,18.55,31.730000000000004,29.21,True,True,O,1,False,no,yes,N,0,1
RV-0000052,uid_53f90d5db838,뷰티사마678,PRD-01264,ORD00010798,5,최고,리뷰내용_yq2scrhj_트러블났어요,2023.10.17,0,0,N,7,0,,30대,80.6,답변_7oteutqi,N,14.790000000000001,5.1499999999999995,35.480000000000004,25.869999999999997,19.32,29.770000000000003,38.39,6.08,26.21,11.32,27.779999999999998,42.82,14.430000000000001,35.589999999999996,10.82,True,True,O,0,False,yes,yes,N,0,0
RV-0000053,uid_10076cb6ed00,뷰티가나386,PRD-01131,ORD00001892,2,재구매의사있음,리뷰내용_8zs85xyd_발림성이좋아요,2025.03.13,True,2,N,3,1,지성,20대,82.5,,Y,17.06,68.65,67.2,14.27,7.9,20.73,56.47,6.63,44.83,60.97,25.490000000000002,20.31,47.22,37.31,9.24,True,False,X,0,True,yes,yes,N,0,1
RV-0000054,uid_66b209340ca2,뷰티다바432,PRD-01169,ORD00013752,4,가성비,리뷰내용_2auzibat_트러블났어요,04-15-2023,N,1,N,3,0,,30대,71.1,,N,29.720000000000002,27.650000000000002,47.89,18.75,10.23,13.420000000000002,13.020000000000001,22.21,7.449999999999999,36.93,8.23,41.23,27.93,45.83,57.29,False,False,O,1,True,no,yes,Y,1,1
RV-0000055,uid_23021b0112e7,뷰티다가48,PRD-00803,ORD00004446,4,최고,리뷰내용_nk2li8nr_발림성이좋아요,20230129,Y,0,N,1,0,트러블성,,58.3,,N,11.19,22.8,39.019999999999996,18.55,17.560000000000002,30.0,10.25,34.849999999999994,43.84,5.67,47.3,21.12,12.139999999999999,34.57,20.09,True,False,O,1,True,no,yes,Y,0,1
RV-0000056,uid_9a037cd829d6,뷰티바다83,PRD-01621,,5,별로에요,리뷰내용_f41vqg2j_발림성이좋아요,2024.05.20,N,3,N,2,1,민감성,10대,57.6,,N,40.910000000000004,36.93,20.200000000000003,41.71,8.38,8.129999999999999,42.54,9.78,13.66,59.260000000000005,22.82,25.540000000000003,32.62,12.17,51.24999999999999,True,True,O,0,True,yes,yes,Y,1,1
RV-0000057,uid_6a7708596bc5,뷰티마사196,PRD-00221,ORD00011087,5,대박,리뷰내용_zxznep74_트러블났어요,20230511,True,1,N,1,1,복합성,30대,46.6,,N,15.740000000000002,23.45,16.28,30.9,31.490000000000002,27.29,24.279999999999998,11.27,7.86,13.76,24.959999999999997,15.67,28.199999999999996,52.44,54.410000000000004,False,False,X,0,True,no,yes,N,1,1
RV-0000058,uid_0f004278d492,뷰티가바619,PRD-01330,ORD00008200,5,재구매의사있음,리뷰내용_1rs2jngf_재구매예정,01/11/2023,False,1,N,4,0,지성,10대,54.8,답변_l8vw3pgx,N,39.53,29.659999999999997,31.64,24.21,31.69,20.830000000000002,28.7,66.25,54.06999999999999,7.870000000000001,17.11,2.6100000000000003,15.72,59.75,9.959999999999999,False,True,O,0,False,no,yes,N,0,1
RV-0000059,uid_2d3186e5326c,뷰티바가736,PRD-00040,ORD00013000,4,최고,리뷰내용_75sy2uw8_트러블났어요,20250208,False,2,N,2,0,건성,20대,40.8,,N,13.320000000000002,25.97,32.39,18.77,25.34,36.86,80.49,26.619999999999997,18.89,74.3,59.660000000000004,10.69,46.64,33.489999999999995,26.61,True,False,O,0,False,yes,no,Y,1,0
RV-0000060,uid_ef86b6eedfd2,뷰티마라846,PRD-00279,ORD00011890,5,가성비,리뷰내용_bt0ugf13_발림성이좋아요,2024-06-12,1,1,N,4,0,,50대이상,57.3,,Y,7.7700000000000005,37.36,36.42,11.04,1.66,20.05,28.68,31.480000000000004,28.18,66.99000000000001,43.169999999999995,48.52,71.67999999999999,56.56,70.17999999999999,False,True,O,1,False,yes,yes,Y,1,1
RV-0000061,uid_f70aa74c18ab,뷰티다마536,PRD-00184,,5,별로에요,리뷰내용_u9ydgz8v_가성비좋아요,20240228,0,0,N,0,0,민감성,20대,65.7,,N,18.990000000000002,39.1,31.16,40.17,10.94,38.11,24.89,33.94,29.28,22.41,55.61000000000001,10.43,35.47,48.68,25.840000000000003,False,True,X,0,True,no,yes,Y,0,1
RV-0000062,uid_75cf24ea388b,뷰티나가291,PRD-01536,ORD00003555,5,좋아요,리뷰내용_57wusj00_재구매예정,09-25-2025,Y,2,N,0,0,,30대,63.4,,N,40.660000000000004,55.22,34.150000000000006,17.4,39.25,42.83,32.45,30.990000000000002,31.09,44.629999999999995,38.35,19.470000000000002,30.36,9.47,13.33,False,True,O,1,True,yes,yes,N,0,1
RV-0000063,uid_56c31d74c933,뷰티나바136,PRD-00157,ORD00001410,5,가성비,리뷰내용_e74h9w3i_재구매예정,2024-04-19,1,2,N,2,1,트러블성,,95.3,,N,41.870000000000005,13.79,7.12,19.08,17.05,51.24999999999999,9.34,18.05,26.840000000000003,15.959999999999999,49.33,10.71,23.11,6.29,5.38,False,True,O,0,True,yes,no,Y,0,0
RV-0000064,uid_129507374542,뷰티다나637,PRD-01319,ORD00010119,5,가성비,리뷰내용_ymefpj8f_자극없어요,20240715,True,0,N,3,0,건성,10대,61.0,답변_snh7wmv5,N,22.16,3.15,38.61,37.5,15.22,29.060000000000002,61.019999999999996,48.71,11.15,40.78,24.759999999999998,22.770000000000003,14.75,25.77,51.27,True,False,O,1,False,yes,yes,Y,1,1
RV-0000065,uid_a974fffbd430,뷰티라아596,PRD-01341,,5,추천합니다,리뷰내용_d0xhfktf_발림성이좋아요,20231125,N,1,N,5,0,트러블성,30대,67.6,,N,35.809999999999995,51.12,27.169999999999998,23.150000000000002,42.59,6.5,15.06,44.06,33.37,44.01,18.990000000000002,27.27,22.27,36.49,64.89,False,True,X,1,True,yes,yes,Y,0,0
RV-0000066,uid_53c901bfd54f,뷰티마아137,PRD-01596,ORD00007427,4,추천합니다,리뷰내용_7w1nhf89_자극없어요,05-01-2023,False,1,N,3,0,트러블성,50대이상,71.4,답변_vw0sa61v,N,68.88,11.58,36.43,63.18,16.59,14.719999999999999,14.97,44.87,49.61,34.42,10.05,47.57,29.98,25.040000000000003,7.670000000000001,True,False,O,1,True,yes,yes,Y,1,0
RV-0000067,uid_7d3a77a985df,뷰티자마991,PRD-01602,,4,추천합니다,리뷰내용_bspzntec_향이좋아요,2024-07-05,N,1,N,5,0,지성,20대,63.8,답변_izy72i0w,N,9.98,34.35,23.59,63.260000000000005,30.4,33.97,31.2,16.63,46.160000000000004,1.47,46.28,31.180000000000003,8.72,16.18,33.160000000000004,False,True,O,0,True,no,yes,N,0,1
