order_id,buyer_id,prod_code,order_date,quantity,unit_price,discount_rate,total_amount,status,channel
ORD000208,CUST000084,PROD0044,2023-08-17,5,281173,0.0,1405865,COMPLETED,APP
ORD000209,CUST000111,PROD0026,2023-11-17,1,492289,0.05,467674,COMPLETED,WEB
ORD000210,CUST000040,PROD0048,2023-09-09,5,97493,0.0,487465,REFUNDED,WEB
ORD000211,CUST000086,PROD0044,2023-12-04,3,281173,0.0,843519,COMPLETED,CALL
ORD000212,CUST000042,PROD0008,2023-06-11,1,403112,0.1,362800,COMPLETED,CALL
ORD000213,CUST000160,PROD0006,2023-08-18,2,215888,0.15,367009,SHIPPED,CALL
ORD000214,CUST000102,PROD0014,2023-09-14,5,420983,0.0,2104915,COMPLETED,WEB
ORD000215,CUST000182,PROD0017,2023-07-20,1,353192,0.0,353192,COMPLETED,CALL
ORD000216,CUST000015,PROD0049,2023-10-19,4,388944,0.15,1322409,COMPLETED,APP
ORD000217,CUST000196,PROD0005,2023-08-04,1,140902,0.0,140902,SHIPPED,APP
ORD000218,CUST000097,PROD0023,2023-07-03,2,471891,0.0,943782,COMPLETED,WEB
ORD000219,CUST000056,PROD0021,2023-10-03,4,438400,0.0,1753600,COMPLETED,APP
ORD000220,CUST000173,PROD0010,2023-10-23,5,250359,0.0,1251795,SHIPPED,APP
ORD000221,CUST000050,PROD0001,2023-08-20,2,436523,0.2,698436,COMPLETED,CALL
ORD000222,CUST000189,PROD0028,2023-08-10,3,174890,0.0,524670,COMPLETED,APP
ORD000223,CUST000139,PROD0030,2023-09-23,3,454539,0.2,1090893,COMPLETED,CALL
ORD000224,CUST000032,PROD0012,2023-11-13,5,444290,0.0,2221450,SHIPPED,WEB
ORD000225,CUST000157,PROD0013,2023-08-07,1,423298,0.15,359803,COMPLETED,WEB
ORD000226,CUST000146,PROD0041,2023-06-08,5,40359,0.1,181615,COMPLETED,CALL
ORD000227,CUST000061,PROD0003,2023-10-20,3,459847,0.1,1241586,PROCESSING,CALL
ORD000228,CUST000137,PROD0042,2023-12-16,2,38850,0.0,77700,COMPLETED,CALL
ORD000229,CUST000084,PROD0009,2023-09-27,5,181593,0.1,817168,COMPLETED,APP
ORD000230,CUST000145,PROD0001,2023-11-17,2,436523,0.2,698436,REFUNDED,CALL
ORD000231,CUST000049,PROD0049,2023-10-10,2,388944,0.05,738993,COMPLETED,CALL
ORD000232,CUST000166,PROD0043,2023-07-08,4,381143,0.0,1524572,COMPLETED,APP
ORD000233,CUST000066,PROD0005,2023-08-07,3,140902,0.0,422706,COMPLETED,WEB
ORD000234,CUST000149,PROD0024,2023-09-08,4,346370,0.05,1316206,PROCESSING,WEB
ORD000235,CUST000191,PROD0021,2023-06-27,5,438400,0.15,1863200,SHIPPED,CALL
ORD000236,CUST000075,PROD0038,2023-10-18,5,291886,0.0,1459430,COMPLETED,APP
ORD000237,CUST000107,PROD0038,2023-11-15,1,291886,0.1,262697,COMPLETED,WEB
ORD000238,CUST000149,PROD0026,2023-08-30,3,492289,0.05,1403023,SHIPPED,CALL
ORD000239,CUST000002,PROD0033,2023-07-06,4,475947,0.0,1903788,COMPLETED,CALL
ORD000240,CUST000189,PROD0018,2023-07-25,2,37151,0.0,74302,COMPLETED,CALL
ORD000241,CUST000035,PROD0043,2023-07-29,4,381143,0.2,1219657,COMPLETED,WEB
ORD000242,CUST000140,PROD0044,2023-10-01,4,281173,0.0,1124692,COMPLETED,CALL
ORD000243,CUST000120,PROD0002,2023-08-02,1,292469,0.0,292469,COMPLETED,WEB
ORD000244,CUST000040,PROD0041,2023-10-10,1,40359,0.1,36323,COMPLETED,WEB
ORD000245,CUST000074,PROD0012,2023-10-11,4,444290,0.1,1599444,REFUNDED,CALL
ORD000246,CUST000005,PROD0047,2023-12-04,3,339007,0.0,1017021,COMPLETED,CALL
ORD000247,CUST000137,PROD0031,2023-07-14,2,108905,0.2,174248,COMPLETED,WEB
ORD000248,CUST000173,PROD0050,2023-07-17,5,138215,0.15,587413,COMPLETED,WEB
ORD000249,CUST000101,PROD0030,2023-10-31,5,454539,0.0,2272695,COMPLETED,APP
ORD000250,CUST000038,PROD0007,2023-06-05,2,246973,0.1,444551,PROCESSING,CALL
ORD000251,CUST000123,PROD0010,2023-11-03,1,250359,0.0,250359,COMPLETED,CALL
ORD000252,CUST000177,PROD0003,2023-12-18,5,459847,0.1,2069311,SHIPPED,WEB
ORD000253,CUST000140,PROD0043,2023-07-04,5,381143,0.1,1715143,SHIPPED,CALL
ORD000254,CUST000191,PROD0028,2023-10-12,4,174890,0.0,699560,PROCESSING,CALL
ORD000255,CUST000153,PROD0028,2023-07-29,4,174890,0.2,559648,SHIPPED,APP
ORD000256,CUST000174,PROD0048,2023-12-12,5,97493,0.0,487465,COMPLETED,APP
ORD000257,CUST000139,PROD0050,2023-07-30,1,138215,0.0,138215,COMPLETED,CALL
ORD000258,CUST000119,PROD0017,2023-07-19,1,353192,0.15,300213,SHIPPED,WEB
ORD000259,CUST000170,PROD0034,2023-07-01,5,461314,0.0,2306570,COMPLETED,WEB
ORD000260,CUST000092,PROD0027,2023-09-01,1,83407,0.0,83407,COMPLETED,CALL
ORD000261,CUST000072,PROD0017,2023-10-16,4,353192,0.1,1271491,COMPLETED,APP
ORD000262,CUST000200,PROD0026,2023-12-11,2,492289,0.05,935349,COMPLETED,CALL
ORD000263,CUST000140,PROD0012,2023-09-03,5,444290,0.1,1999305,COMPLETED,APP
ORD000264,CUST000170,PROD0023,2023-12-16,4,471891,0.15,1604429,COMPLETED,CALL
ORD000265,CUST000035,PROD0048,2023-07-29,4,97493,0.2,311977,COMPLETED,WEB
ORD000266,CUST000030,PROD0014,2023-10-09,4,420983,0.2,1347145,COMPLETED,CALL
ORD000267,CUST000182,PROD0045,2023-11-23,1,419533,0.0,419533,COMPLETED,CALL
ORD000268,CUST000002,PROD0006,2023-07-08,4,215888,0.1,777196,COMPLETED,WEB
ORD000269,CUST000075,PROD0015,2023-09-03,1,249346,0.1,224411,COMPLETED,APP
ORD000270,CUST000117,PROD0040,2023-11-15,5,367069,0.0,1835345,SHIPPED,CALL
ORD000271,CUST000016,PROD0050,2023-07-15,4,138215,0.05,525217,COMPLETED,CALL
ORD000272,CUST000149,PROD0019,2023-07-20,1,353663,0.2,282930,COMPLETED,CALL
ORD000273,CUST000066,PROD0040,2023-07-14,1,367069,0.0,367069,COMPLETED,WEB
ORD000274,CUST000046,PROD0006,2023-08-10,4,215888,0.0,863552,COMPLETED,APP
ORD000275,CUST000174,PROD0013,2023-10-11,1,423298,0.15,359803,SHIPPED,WEB
ORD000276,CUST000160,PROD0019,2023-12-03,5,353663,0.1,1591483,COMPLETED,APP
ORD000277,CUST000064,PROD0039,2023-07-20,4,433656,0.05,1647892,COMPLETED,APP
ORD000278,CUST000051,PROD0027,2023-10-08,1,83407,0.1,75066,COMPLETED,APP
ORD000279,CUST000101,PROD0008,2023-10-10,3,403112,0.1,1088402,SHIPPED,CALL
ORD000280,CUST000072,PROD0045,2023-09-22,4,419533,0.1,1510318,COMPLETED,WEB
ORD000281,CUST000100,PROD0050,2023-09-26,4,138215,0.1,497574,PROCESSING,APP
ORD000282,CUST000034,PROD0017,2023-06-18,4,353192,0.15,1200852,SHIPPED,WEB
ORD000283,CUST000198,PROD0045,2023-07-29,3,419533,0.05,1195669,REFUNDED,CALL
ORD000284,CUST000157,PROD0001,2023-11-27,3,436523,0.0,1309569,COMPLETED,APP
ORD000285,CUST000197,PROD0048,2023-08-27,1,97493,0.1,87743,CANCELLED,APP
ORD000286,CUST000092,PROD0023,2023-07-26,5,471891,0.0,2359455,COMPLETED,CALL
ORD000287,CUST000200,PROD0013,2023-10-06,2,423298,0.0,846596,SHIPPED,APP
ORD000288,CUST000059,PROD0015,2023-07-22,2,249346,0.2,398953,COMPLETED,WEB
ORD000289,CUST000032,PROD0008,2023-06-21,4,403112,0.1,1451203,COMPLETED,CALL
